0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,661,839,"1,063","1,168","1,168","2,598","2,753","5,824","6,560","6,730","6,730","7,081","7,081"
Reserves,"5,147","5,941","7,004","7,619","6,211","7,346","2,986","4,931","5,573","7,154","8,880","12,593","15,605"
Deposits,"97,142","119,608","125,924","142,795","139,053","138,981","140,650","150,066","174,006","202,294","234,083","270,747","276,289"
Borrowings +,"10,660","6,109","7,322","5,423","8,137","4,064","10,149","3,670","4,239","7,747","10,766","7,719","10,482"
Other Liabilities +,"100,483","123,430","130,630","146,747","143,808","142,321","148,647","154,442","180,293","208,980","241,275","279,745","283,807"
Total Liabilities,"116,953","136,320","146,019","160,957","159,324","156,329","164,536","168,867","196,665","230,611","267,651","307,138","316,975"
Fixed Assets +,"1,429","1,446","1,432","1,694","1,564","1,487","1,741","1,604","1,622","2,036","2,149","2,200","2,379"
CWIP,0,0,0,0,22,30,34,72,52,205,8,10,0
Investments,"31,430","37,250","32,765","36,231","38,590","43,623","59,697","57,741","68,112","68,590","68,867","68,274","77,816"
Other Assets +,"84,093","97,624","111,822","123,032","119,148","111,189","103,063","109,450","126,879","159,780","196,628","236,654","236,780"
Total Assets,"116,953","136,320","146,019","160,957","159,324","156,329","164,536","168,867","196,665","230,611","267,651","307,138","316,975"
