0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"1,820","3,386","2,393","1,869",659,-333,-167,95,-288,"10,264","7,933","14,841"
Cash from Investing Activity +,177,-31,"-2,575","-3,236",-555,"-3,565","-8,285","6,816",390,"1,386","2,824","1,086"
Cash from Financing Activity +,"-2,245","-3,353",180,"1,330",-95,"3,845","8,457","-6,907",-105,"-11,182","-11,138","-15,561"
Net Cash Flow,-247,2,-2,-37,10,-52,4,3,-3,468,-381,367
