0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,"2,393","2,872","2,872","3,334","3,857","3,857","3,857","3,857","3,857","3,857","3,857","3,857","3,857"
Reserves,"2,256","4,915","4,844","5,690",816,"5,682","13,271","11,933","13,228","14,607","24,367","35,591","37,091"
Borrowings +,"28,092","25,282","23,909","27,012","27,274","9,577","11,491","5,757","6,284","40,497","32,903","25,803","24,017"
Other Liabilities +,"5,233","5,710","6,101","9,506","9,810",586,309,983,"1,039","12,806","11,705","9,921","10,579"
Total Liabilities,"37,975","38,779","37,726","45,543","41,757","19,702","28,928","22,530","24,408","71,766","72,832","75,172","75,544"
Fixed Assets +,"24,151","24,467","20,111","23,797","22,718",642,603,570,541,"49,342","46,583","43,839","43,398"
CWIP,613,146,48,39,68,0,0,0,1,184,188,739,657
Investments,"4,928","4,916","5,627","7,662","7,740","7,768","17,157","18,216","19,359","4,834","6,373","7,280","8,558"
Other Assets +,"8,282","9,250","11,940","14,045","11,231","11,292","11,168","3,744","4,508","17,406","19,687","23,313","22,931"
Total Assets,"37,975","38,779","37,726","45,543","41,757","19,702","28,928","22,530","24,408","71,766","72,832","75,172","75,544"
