0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,39,9,50,150,59,2,2,133,8,125,113,62
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,39,9,50,150,59,2,2,133,8,125,113,62
Working Capital Days,-275,-148,-139,-45,-170,116,-147,-165,3,101,84,83
ROCE %,1%,9%,7%,9%,3%,2%,4%,3%,1%,26%,18%,33%
