0,1,2,3,4,5,6,7,8,9,10,11,12,13
Sales +,"2,880","2,399","2,719","2,841","3,219","2,805","3,641","3,754","4,512","3,876","4,687","5,227","6,393"
Expenses +,"2,627","2,211","2,501","2,619","2,943","2,588","3,372","3,487","4,195","3,613","4,372","4,964","6,016"
Operating Profit,253,188,218,222,276,217,269,267,316,263,315,263,377
OPM %,9%,8%,8%,8%,9%,8%,7%,7%,7%,7%,7%,5%,6%
Other Income +,18,14,9,10,10,-20,14,14,23,26,25,28,35
Interest,66,61,56,58,59,62,61,63,60,58,60,63,58
Depreciation,45,45,44,46,46,47,48,51,53,55,56,61,61
Profit before tax,159,96,128,129,180,89,174,168,226,176,224,167,292
Tax %,26%,27%,25%,26%,26%,26%,26%,25%,26%,26%,26%,28%,25%
Net Profit +,118,70,95,95,133,66,129,126,168,131,165,120,218
EPS in Rs,1.15,0.68,0.93,0.92,1.29,0.64,1.25,1.22,1.63,1.28,1.60,1.17,2.11
Raw PDF,,,,,,,,,,,,,
