0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"1,823",964,830,"3,374","2,068","2,996","2,141","2,863","3,559","3,472","2,519","4,873"
Cash from Investing Activity +,-769,-803,-665,-854,"-3,175","-1,278",-72,941,-927,"-1,063","-1,136","-1,062"
Cash from Financing Activity +,-770,-197,"-1,034",-699,-748,"-1,335","-2,548","-3,055","-2,759","-2,211","-2,368","-2,154"
Net Cash Flow,285,-36,-870,"1,821","-1,856",383,-478,749,-127,198,-985,"1,657"
