0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,141,123,134,77,75,58,117,150,194,203,215,173
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,141,123,134,77,75,58,117,150,194,203,215,173
Working Capital Days,-2,-42,-27,-30,-43,-126,-10,83,117,127,108,54
ROCE %,7%,7%,8%,8%,10%,8%,11%,8%,9%,6%,8%,8%
