0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"1,898","3,646","3,055","4,900","7,843","3,721","3,440","2,214","4,527","4,259","3,907","5,708"
Cash from Investing Activity +,"-1,295",-480,-789,-799,"-1,430",-763,"-1,165","-2,897","-1,605","-2,990","-2,929","-2,824"
Cash from Financing Activity +,-991,"-3,478","-2,148","-3,092","-7,547","-3,011","-2,270",680,"-2,785",-476,"-1,520","-2,505"
Net Cash Flow,-388,-312,118,"1,009","-1,134",-53,5,-3,137,792,-542,378
