0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,62,74,76,76,90,73,78,86,81,76,67,77
Inventory Days,77,69,69,80,92,86,80,103,115,101,70,78
Days Payable,71,82,83,90,90,81,69,89,115,91,56,75
Cash Conversion Cycle,68,61,61,66,92,78,89,100,81,86,81,80
Working Capital Days,54,46,37,47,84,49,71,85,80,86,78,77
ROCE %,14%,16%,18%,22%,13%,7%,11%,8%,12%,10%,10%,19%
