0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,59,-46,95,161,42,157,165,147,113,61,122,258
Cash from Investing Activity +,-6,166,-24,-15,61,-6,2,-3,-24,-17,-48,-120
Cash from Financing Activity +,-50,-115,-66,-152,-114,-149,-163,-114,-103,-22,8,-47
Net Cash Flow,3,5,5,-6,-11,3,4,30,-14,22,82,91
