0,1,2,3,4,5,6,7,8,9,10,11,12,13
Sales +,344,377,315,308,329,398,458,551,595,604,511,520,455
Expenses +,299,322,280,276,291,355,384,450,483,473,403,411,360
Operating Profit,45,54,34,32,38,43,75,101,111,131,108,109,95
OPM %,13%,14%,11%,10%,12%,11%,16%,18%,19%,22%,21%,21%,21%
Other Income +,2,3,3,6,6,4,3,3,1,-19,5,12,1
Interest,2,2,1,1,2,2,2,3,3,4,2,2,4
Depreciation,9,8,8,8,9,9,9,10,10,10,10,11,11
Profit before tax,36,47,28,29,33,36,66,91,99,98,101,108,82
Tax %,33%,27%,32%,35%,31%,3%,27%,25%,23%,28%,27%,26%,25%
Net Profit +,24,34,19,19,23,35,49,69,76,71,74,80,61
EPS in Rs,0.88,1.23,0.69,0.68,0.82,1.26,1.75,2.47,2.75,2.55,2.68,2.90,2.22
Raw PDF,,,,,,,,,,,,,
