0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,882,"8,602",-576,"1,376",-852,"3,507",569,183,"-2,818","4,496","6,364","7,045"
Cash from Investing Activity +,"-2,209",-921,"-1,408",359,-337,-966,-952,"-1,563","-2,101",-595,-673,"-1,518"
Cash from Financing Activity +,698,"1,387","-1,503","-1,748",67,"-2,334",-55,"1,379","4,944","-3,922","-5,690","-5,524"
Net Cash Flow,-629,"9,068","-3,487",-13,"-1,121",207,-438,-1,24,-20,1,3
