0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,20,23,24,22,24,24,27,24,18,19,17,16
Inventory Days,29,35,32,33,31,29,37,39,58,51,50,47
Days Payable,67,75,70,83,78,92,92,78,129,111,97,92
Cash Conversion Cycle,-18,-18,-14,-27,-23,-39,-29,-15,-53,-41,-30,-28
Working Capital Days,-20,-18,-24,-23,-15,-23,-16,-11,-50,-22,-13,-15
ROCE %,26%,23%,18%,18%,16%,18%,18%,14%,14%,15%,21%,27%
