0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"4,146","3,728","3,219","5,470","3,971","7,027","4,924","3,678","9,594","6,977","9,129","11,279"
Cash from Investing Activity +,"-2,896","-2,362","-2,423","-3,538","-3,221","-5,110","-2,549","-2,576","-14,564","-3,961","-4,753","-5,182"
Cash from Financing Activity +,"-1,222",-824,"-1,585","-2,007","-1,056","-1,033","-1,555","-1,015","3,514","-3,166","-3,784","-5,538"
Net Cash Flow,28,542,-788,-75,-305,884,820,86,"-1,456",-150,593,559
