0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,40,46,45,38,0,0,0,0,0,0,0,0
Inventory Days,58,62,70,69,,,,,,,,
Days Payable,78,98,94,92,,,,,,,,
Cash Conversion Cycle,19,10,22,14,0,0,0,0,0,0,0,0
Working Capital Days,-18,-27,-5,-39,478,-17,-16,-12,-75,-13,-5,-3
ROCE %,11%,10%,10%,8%,2%,6%,7%,7%,4%,6%,6%,6%
