0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,37,37,37,37,19,19,19,19,19,19,19,19,19
Reserves,"1,144","1,201","1,283","1,902",950,"1,001","1,046","1,100","1,122","1,168","1,218","1,269","1,283"
Borrowings +,"1,302","1,363","1,421","1,374",0,0,0,201,150,100,50,0,0
Other Liabilities +,655,773,822,865,2,3,3,3,12,3,2,2,2
Total Liabilities,"3,138","3,375","3,563","4,178",971,"1,023","1,068","1,322","1,303","1,290","1,288","1,289","1,304"
Fixed Assets +,632,694,904,832,0,0,0,0,0,0,0,0,0
CWIP,160,197,36,56,0,0,0,0,0,0,0,0,0
Investments,"1,444","1,506","1,523","1,461",914,940,956,"1,278","1,279","1,280","1,280","1,279","1,279"
Other Assets +,903,978,"1,100","1,829",57,83,112,44,24,10,8,10,25
Total Assets,"3,138","3,375","3,563","4,178",971,"1,023","1,068","1,322","1,303","1,290","1,288","1,289","1,304"
