0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,21,17,19,21,19,15,17,19,14,14,12,11
Inventory Days,163,178,152,158,169,157,153,179,219,189,152,126
Days Payable,64,87,63,74,89,81,77,64,121,99,73,59
Cash Conversion Cycle,120,107,108,105,98,91,93,135,112,104,91,77
Working Capital Days,87,77,85,92,7,55,64,75,44,38,38,34
ROCE %,4%,4%,5%,4%,6%,6%,4%,4%,3%,14%,8%,9%
