0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,191,206,207,207,223,223,222,222,222,222,222,222,222
Reserves,"33,781","36,526","37,049","41,955","47,110","49,228","48,336","45,272","49,842","54,206","58,267","63,485","67,871"
Borrowings +,"24,508","27,020","29,007","28,676","27,150","20,297","19,534","23,367","20,240","19,421","13,071","8,376","15,478"
Other Liabilities +,"8,139","10,018","9,739","9,604","12,153","12,981","13,410","11,197","17,643","25,208","25,362","24,953","23,546"
Total Liabilities,"66,619","73,770","76,001","80,442","86,635","82,729","81,502","80,058","87,947","99,057","96,922","97,036","107,117"
Fixed Assets +,"7,098","18,055","26,060","32,243","34,384","34,364","33,523","33,368","32,390","32,300","32,103","33,214","32,923"
CWIP,"23,605","17,277","10,744","3,079",712,737,982,"1,282","1,709","1,581","2,987","4,040","6,430"
Investments,"20,482","21,907","21,251","27,321","29,332","27,025","25,494","24,639","31,731","29,655","29,766","29,735","33,817"
Other Assets +,"15,434","16,531","17,946","17,799","22,207","20,603","21,503","20,769","22,117","35,521","32,066","30,047","33,947"
Total Assets,"66,619","73,770","76,001","80,442","86,635","82,729","81,502","80,058","87,947","99,057","96,922","97,036","107,117"
