0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,-352,"2,031","1,029","3,641","5,898","4,414","3,171","2,786","5,564","5,208","4,836","8,112"
Cash from Investing Activity +,"-8,242","-3,403",-318,"-1,050","-1,229","2,287",-811,"-2,244","-3,486","-1,937","-1,433",312
Cash from Financing Activity +,"8,086","1,601",-842,"-2,931",-584,"-9,188","-2,657","1,181","-4,306",-869,"-6,338","-8,036"
Net Cash Flow,-508,230,-131,-341,"4,085","-2,487",-297,"1,723","-2,228","2,402","-2,935",388
