0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,468,470,474,477,479,513,514,564,613,614,615,617,619
Reserves,"32,640","37,751","44,202","52,688","55,284","62,932","66,162","84,384","100,990","114,560","124,801","150,444","164,069"
Deposits,"252,614","280,945","322,442","357,968","414,379","453,623","548,471","640,105","697,985","821,972","946,945","1,068,641","1,086,744"
Borrowings +,"43,951","50,291","79,758","108,580","105,031","148,016","152,776","147,954","142,873","185,134","186,300","196,812","189,811"
Other Liabilities +,"263,502","294,733","337,498","378,076","440,674","479,868","581,544","682,263","742,321","875,121","1,005,609","1,129,335","1,151,159"
Total Liabilities,"340,561","383,245","461,932","539,821","601,468","691,330","800,997","915,165","986,798","1,175,429","1,317,326","1,477,209","1,505,658"
Fixed Assets +,"2,231","2,311","2,413","3,316","3,466","3,626","3,764","3,839","4,135","4,363","4,597","5,442","5,926"
CWIP,125,100,101,207,281,346,273,474,110,209,136,242,0
Investments,"113,738","113,548","117,550","131,524","128,793","153,876","174,969","156,734","226,120","275,597","288,815","331,527","348,855"
Other Assets +,"224,467","267,286","341,868","404,774","468,927","533,482","621,991","754,118","756,433","895,259","1,023,777","1,139,997","1,150,876"
Total Assets,"340,561","383,245","461,932","539,821","601,468","691,330","800,997","915,165","986,798","1,175,429","1,317,326","1,477,209","1,505,658"
