0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"2,719","16,703","-16,708","-19,183","34,192","-46,949","37,567","29,613","13,583","33,951","26,902","6,461"
Cash from Investing Activity +,"-10,993","-14,389","-4,278","-5,473","-12,633","-10,253","-18,749","-9,668","-54,180","-27,232","-32,718","-9,178"
Cash from Financing Activity +,"14,775","5,490","28,846","21,883","-4,629","50,401","4,931","10,118","5,059","42,538","1,239","10,761"
Net Cash Flow,"6,501","7,804","7,860","-2,774","16,931","-6,801","23,750","30,064","-35,538","49,257","-4,576","8,044"
