0,1,2,3,4,5,6,7,8,9,10,11,12,13
Revenue,"17,261","17,776","18,729","20,239","22,226","23,970","25,557","26,626","27,961","29,225","30,061","30,420","30,954"
Interest,"8,609","8,957","9,345","9,879","10,767","12,228","13,598","14,312","15,429","16,136","16,612","16,937","17,348"
Expenses +,"7,666","7,564","6,785","7,049","8,191","7,668","9,267","9,531","9,974","10,504","11,165","11,697","11,200"
Financing Profit,986,"1,255","2,599","3,311","3,268","4,074","2,692","2,783","2,558","2,585","2,283","1,787","2,406"
Financing Margin %,6%,7%,14%,16%,15%,17%,11%,10%,9%,9%,8%,6%,8%
Other Income +,"3,840","4,223","2,928","3,855","4,572","-7,702","5,087","5,034","5,555","6,766","5,783","6,722","5,972"
Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,"4,827","5,479","5,528","7,166","7,840","-3,628","7,779","7,817","8,113","9,350","8,067","8,508","8,378"
Tax %,25%,25%,25%,26%,25%,58%,25%,25%,25%,24%,25%,19%,25%
Net Profit +,"3,614","4,118","4,125","5,330","5,853","-5,728","5,797","5,864","6,071","7,130","6,035","6,918","6,304"
EPS in Rs,11.78,13.41,13.43,17.35,19.03,-18.62,18.82,19.03,19.69,23.10,19.53,22.36,20.37
Gross NPA %,3.17%,2.82%,2.76%,2.50%,2.38%,2.02%,1.96%,1.73%,1.58%,1.43%,1.54%,1.44%,1.46%
Net NPA %,0.91%,0.73%,0.64%,0.51%,0.47%,0.39%,0.41%,0.36%,0.36%,0.31%,0.34%,0.34%,0.35%
Raw PDF,,,,,,,,,,,,,
