0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,249,135,137,168,160,145,235,308,279,114,107,115
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,249,135,137,168,160,145,235,308,279,114,107,115
Working Capital Days,190,92,153,181,234,239,220,237,323,136,152,113
ROCE %,13%,15%,12%,12%,24%,14%,11%,11%,9%,11%,20%,10%
