0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"1,222","3,211",850,"1,314",810,"3,761",499,"1,168","4,052","6,062","3,823","5,266"
Cash from Investing Activity +,-327,-640,-830,"-1,154","-3,581","-3,099","-3,183","-3,146",-811,-123,"-1,888","-2,269"
Cash from Financing Activity +,"-1,357","-1,179","-1,014",-326,13,-672,"2,686","1,977","-3,101","-5,968","-1,987","-2,514"
Net Cash Flow,-462,"1,392",-993,-166,"-2,759",-9,1,-1,139,-29,-52,483
