0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,19,24,20,22,20,21,21,17,19,20,19,19
Inventory Days,295,262,282,209,202,242,207,204,180,220,247,262
Days Payable,273,269,159,145,155,173,162,162,205,228,266,265
Cash Conversion Cycle,41,18,143,86,66,90,66,59,-5,12,0,16
Working Capital Days,-21,-7,-30,-59,-33,-26,-5,-1,-22,-4,-33,-34
ROCE %,20%,13%,13%,13%,14%,13%,11%,12%,16%,15%,13%,15%
