0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"3,552","3,242","4,083","4,354","4,723","3,618","6,116","8,259","11,549","8,670","9,757","10,899"
Cash from Investing Activity +,"-4,282","-2,210","-1,879","-3,757","-2,365","1,897","-3,988","-3,951","-8,984",789,"-7,122","-7,830"
Cash from Financing Activity +,683,-897,"-2,267",-582,"-2,383","-5,501","-1,769","-4,591","-2,586","-9,501","-2,379","-2,861"
Net Cash Flow,-47,135,-63,15,-25,13,360,-283,-21,-42,257,208
