0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,50,50,50,54,109,115,115,120,120,121,121,124,124
Reserves,"3,302","3,941","4,750","7,373","9,491","15,702","19,448","31,693","35,818","41,935","51,372","71,887","79,086"
Deposits,0,0,0,0,0,0,0,0,0,0,0,0,0
Borrowings +,"13,133","19,750","26,655","37,025","49,250","63,629","86,352","104,206","99,854","123,040","161,685","220,379","244,708"
Other Liabilities +,"1,321",878,"1,325","2,522","4,880","2,169","2,585","1,984","2,491","2,921","3,347","4,225","5,494"
Total Liabilities,"17,806","24,618","32,780","46,973","63,730","81,615","108,500","138,004","138,284","168,017","216,525","296,614","329,411"
Fixed Assets +,176,220,249,287,361,465,654,"1,228","1,227","1,598","2,147","3,060","3,232"
CWIP,0,0,0,0,0,0,0,0,51,33,80,43,29
Investments,5,28,332,"1,034","4,075","3,653","10,370","20,139","20,169","16,372","28,738","37,153","39,374"
Other Assets +,"17,625","24,370","32,198","45,652","59,295","77,497","97,475","116,636","116,836","150,014","185,560","256,359","286,776"
Total Assets,"17,806","24,618","32,780","46,973","63,730","81,615","108,500","138,004","138,284","168,017","216,525","296,614","329,411"
