0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"-3,251","-6,087","-7,147","-9,871","-10,440","-17,191","-15,694","-14,110","4,386","-23,856","-27,302","-54,338"
Cash from Investing Activity +,-56,-96,-365,-686,"-3,048",505,"-6,638","-9,633",424,"3,806","-12,400","-7,763"
Cash from Financing Activity +,"3,664","6,543","6,953","11,656","12,516","16,589","22,344","24,177","-4,113","21,550","38,021","64,774"
Net Cash Flow,357,360,-559,"1,099",-972,-97,13,435,697,"1,501","-1,682","2,674"
