0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,18,14,13,21,11,14,18,8,10,13,3,4
Inventory Days,17,33,18,65,84,76,70,107,208,195,182,95
Days Payable,119,82,38,74,74,75,61,77,63,18,50,162
Cash Conversion Cycle,-85,-36,-7,12,21,14,27,37,155,189,135,-63
Working Capital Days,-95,-44,17,46,53,58,77,72,145,89,16,-10
ROCE %,7%,-28%,-16%,21%,19%,25%,19%,12%,6%,34%,81%,78%
