0,1,2,3,4,5,6,7,8,9,10,11,12,13
Sales +,759,568,639,377,369,403,473,370,251,692,"3,353","6,522","7,082"
Expenses +,739,593,665,364,354,386,457,349,240,546,"2,539","4,793","4,958"
Operating Profit,21,-25,-26,13,15,16,16,21,11,146,814,"1,729","2,124"
OPM %,3%,-4%,-4%,4%,4%,4%,3%,6%,4%,21%,24%,27%,30%
Other Income +,16,17,22,8,14,25,31,26,20,-22,"-1,124",53,66
Interest,8,7,6,10,10,10,11,16,17,18,65,6,16
Depreciation,27,27,11,11,13,14,15,18,14,18,23,49,75
Profit before tax,2,-42,-21,1,6,17,21,13,0,88,-398,"1,727","2,100"
Tax %,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-143%,-0%,-11%,-27%,28%,
Net Profit +,2,-42,-21,1,6,17,21,32,0,97,-289,"1,243","1,526"
EPS in Rs,0.09,-1.91,-0.94,0.03,0.25,0.77,0.93,1.41,0.01,2.64,-5.72,24.60,29.72
Dividend Payout %,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,19%,-0%,4%,
