0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,16,21,19,46,-6,30,-38,52,-15,-78,-516,"1,701"
Cash from Investing Activity +,-6,-7,-6,-34,-41,-55,-38,-34,-62,-57,-612,"-1,725"
Cash from Financing Activity +,-15,-12,-12,-15,46,24,76,-6,66,149,"1,143",-1
Net Cash Flow,-4,2,0,-3,-0,0,-0,12,-11,13,14,-25
