0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,19,18,16,25,28,26,32,18,17,19,17,18
Inventory Days,78,84,120,123,121,98,100,105,139,158,94,120
Days Payable,151,135,175,201,152,136,121,146,158,183,148,140
Cash Conversion Cycle,-54,-34,-39,-53,-3,-12,11,-23,-2,-6,-37,-3
Working Capital Days,-17,-18,-23,-68,-33,-24,-39,-57,-31,-12,-32,-7
ROCE %,13%,14%,12%,7%,15%,17%,22%,11%,17%,27%,10%,14%
