0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,29,30,38,48,51,37,35,36,26,21,21,33
Inventory Days,410,363,279,340,313,272,241,270,252,342,240,209
Days Payable,99,93,123,133,139,130,111,143,153,198,173,211
Cash Conversion Cycle,340,300,194,256,225,179,165,163,125,165,87,31
Working Capital Days,15,22,18,-16,-8,-4,-4,23,-12,-11,-22,-34
ROCE %,16%,6%,10%,16%,18%,16%,14%,12%,15%,10%,7%,8%
