0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,83,78,81,52,49,49,48,46,74,52,49,52
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,83,78,81,52,49,49,48,46,74,52,49,52
Working Capital Days,9,-8,14,-16,-29,-116,-126,-115,-42,-22,-24,-39
ROCE %,12%,12%,11%,11%,8%,9%,11%,11%,9%,9%,9%,9%
