0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"1,607","1,986",732,"1,927","1,686","1,574","1,220","1,282",810,709,"1,196","1,039"
Cash from Investing Activity +,"-1,935","-1,839","-1,973","-1,141","-1,708","-1,087",-662,-114,"-1,065",-379,-380,-563
Cash from Financing Activity +,240,-138,"1,197",-670,112,-734,-672,-440,-243,-22,"-1,280",-209
Net Cash Flow,-88,10,-44,116,90,-247,-114,729,-498,308,-464,266
