0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,2,17,9,1,16,1,0,3,7,1,1,0
Inventory Days,,,,,303,,,,,,17,
Days Payable,,,,,481,,,,,,51,
Cash Conversion Cycle,2,17,9,1,-161,1,0,3,7,1,-34,0
Working Capital Days,"-5,456","-1,473",-747,-652,"1,680",-76,373,"1,487","1,926",675,294,466
ROCE %,51%,82%,84%,102%,96%,70%,79%,73%,46%,69%,91%,94%
