0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,"6,316","6,316","6,316","6,316","6,207","6,207","6,163","6,163","6,163","6,163","6,163","6,163","6,163"
Reserves,"14,200","10,129","10,418","9,729","7,710","6,487","7,835","10,651","10,589","10,195","10,544","11,163","12,284"
Borrowings +,"1,136",0,0,0,0,0,0,0,0,0,0,0,0
Other Liabilities +,"12,386","7,043","5,417","5,334","4,969","5,770","5,061","5,585","5,745","6,082","6,725","6,719","7,056"
Total Liabilities,"34,038","23,489","22,151","21,380","18,886","18,465","19,058","22,398","22,496","22,440","23,431","24,045","25,503"
Fixed Assets +,97,96,89,333,321,317,301,311,353,425,554,629,615
CWIP,122,204,238,13,14,119,181,185,171,158,109,142,166
Investments,"9,026","9,649","11,772","11,729","11,589","12,358","12,538","12,327","13,225","13,405","13,863","14,206","14,296"
Other Assets +,"24,794","13,540","10,052","9,305","6,962","5,671","6,038","9,576","8,747","8,451","8,906","9,067","10,426"
Total Assets,"34,038","23,489","22,151","21,380","18,886","18,465","19,058","22,398","22,496","22,440","23,431","24,045","25,503"
