0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"10,543","13,620","12,605",-783,-744,302,-933,"-2,051",522,"2,230","1,211",401
Cash from Investing Activity +,"-3,354","8,875",258,"18,340","18,867","8,207","9,623","10,439","6,346","8,953","12,653","14,573"
Cash from Financing Activity +,"-6,711","-23,101","-12,942","-17,381","-17,674","-9,085","-8,781","-7,396","-7,707","-10,783","-14,328","-15,098"
Net Cash Flow,478,-605,-79,177,449,-575,-91,992,-838,399,-464,-124
