0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,47,84,39,96,42,142,312,639,169,611,788,"1,312"
Cash from Investing Activity +,-962,-55,-15,179,-264,-104,-237,-575,-149,-565,-805,"-1,273"
Cash from Financing Activity +,914,-24,-28,-55,-1,-28,-28,-119,-0,-48,3,-25
Net Cash Flow,-0,5,-4,221,-223,11,48,-56,20,-3,-14,14
