0,1,2,3,4,5,6,7,8,9,10,11,12,13
Sales +,142,154,209,249,163,252,448,815,392,696,"1,147","1,733","2,241"
Expenses +,45,49,51,55,60,84,121,130,142,162,170,193,224
Operating Profit,97,105,158,194,103,168,327,685,250,535,978,"1,540","2,017"
OPM %,68%,68%,76%,78%,63%,67%,73%,84%,64%,77%,85%,89%,90%
Other Income +,-17,3,2,2,2,0,0,-0,-0,33,0,1,39
Interest,0,1,0,0,0,0,0,0,0,0,0,0,0
Depreciation,1,1,3,1,1,1,2,3,5,4,3,3,4
Profit before tax,79,106,158,195,104,167,326,682,245,563,975,"1,537","2,052"
Tax %,36%,21%,20%,16%,33%,15%,6%,2%,27%,25%,25%,24%,
Net Profit +,51,84,126,163,70,142,307,667,179,424,733,"1,170","1,559"
EPS in Rs,0.32,0.52,0.79,1.03,0.44,0.89,1.93,4.19,1.12,2.67,4.60,7.33,9.76
Dividend Payout %,47%,33%,22%,17%,40%,20%,13%,12%,27%,15%,17%,14%,
