0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,4,2,7,12,1,6,0,0,0,1,0,0
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,4,2,7,12,1,6,0,0,0,1,0,0
Working Capital Days,-109,-126,-80,1,17,23,18,11,25,23,15,14
ROCE %,6%,4%,6%,7%,4%,6%,11%,20%,7%,13%,20%,26%
