0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,123,144,216,258,236,240,230,342,648,301,265,309
Cash from Investing Activity +,-48,59,-283,-46,-2,18,40,-54,-34,-153,-692,123
Cash from Financing Activity +,-39,-47,-72,-160,-74,-189,-288,-407,-44,-428,-333,-358
Net Cash Flow,35,156,-139,52,160,68,-18,-119,570,-279,-760,73
