0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,48,31,138,289,223,283,226,426,359,269,421,323
Cash from Investing Activity +,-96,-53,-62,-129,-321,-197,-128,-58,-224,-306,-439,-365
Cash from Financing Activity +,87,-39,-76,-159,133,-123,-94,-369,-142,34,19,70
Net Cash Flow,39,-62,-1,2,35,-37,4,-1,-7,-3,2,28
