0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,116,153,168,175,143,159,156,158,137,128,197,129
Inventory Days,174,179,207,207,191,273,235,242,244,210,335,148
Days Payable,109,130,111,109,96,130,109,107,104,130,179,112
Cash Conversion Cycle,181,202,264,273,239,301,282,293,277,208,353,166
Working Capital Days,167,182,208,220,197,236,242,234,208,241,305,162
ROCE %,15%,29%,27%,24%,20%,19%,15%,16%,23%,9%,8%,12%
