0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"2,404","5,883","2,744","3,800","2,125","6,158","7,302",-651,"23,396","30,964","-5,406","2,933"
Cash from Investing Activity +,"-5,705","-7,192","-5,160","-4,558","-5,439","-6,469","-3,756","-4,236","-3,273","-3,975","-3,234","-4,280"
Cash from Financing Activity +,"3,248","1,247","2,362",743,"3,302",269,"-3,591","5,006","-19,808","-27,398","8,587","1,354"
Net Cash Flow,-53,-62,-55,-16,-12,-41,-45,119,315,-409,-53,7
