0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"11,611","22,050","44,529","22,944","27,799","26,457","12,422","7,190","48,784","22,791","20,985","68,097"
Cash from Investing Activity +,"-8,338","-17,837","-8,648","-12,417","-14,734","-15,779","-20,771","-26,882","-21,058","-20,800","-25,286","-29,702"
Cash from Financing Activity +,"-3,076","-2,108","-38,374","-10,367","-13,275","-10,678","8,334","20,189","-27,948","-1,595","3,954","-38,294"
Net Cash Flow,196,"2,105","-2,493",160,-209,1,-15,497,-222,396,-347,101
