0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,47,54,60,60,60,66,73,74,74,74,74,74,74
Reserves,"1,593","1,971","2,636","2,992","3,510","4,097","4,767","5,222","5,769","6,512","7,383","8,327","8,806"
Deposits,"20,345","22,057","24,115","27,158","30,116","32,853","38,448","40,832","44,537","47,690","52,398","55,657","57,369"
Borrowings +,437,265,129,665,531,"1,736",481,"2,032","1,346","5,312","4,688","4,724","2,547"
Other Liabilities +,"20,900","22,704","25,047","28,087","31,170","34,038","39,937","42,405","46,124","49,633","54,449","57,700","59,940"
Total Liabilities,"22,977","24,994","27,871","31,804","35,271","39,937","45,259","49,734","53,312","61,531","66,595","70,826","71,366"
Fixed Assets +,141,183,210,218,215,223,250,245,233,215,239,270,293
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0
Investments,"5,267","5,954","5,871","6,826","7,031","7,879","7,712","9,117","9,436","12,221","14,333","15,664","16,453"
Other Assets +,"17,569","18,857","21,790","24,760","28,024","31,835","37,297","40,372","43,643","49,095","52,023","54,891","54,620"
Total Assets,"22,977","24,994","27,871","31,804","35,271","39,937","45,259","49,734","53,312","61,531","66,595","70,826","71,366"
