0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,593,554,644,"1,272",652,491,615,752,970,560,279,372
Cash from Investing Activity +,-315,-963,-525,-801,-720,-293,-222,-238,59,-241,278,-156
Cash from Financing Activity +,-185,432,-126,-568,94,-184,-407,-525,-914,-421,-586,-170
Net Cash Flow,93,24,-7,-97,25,14,-14,-11,116,-102,-29,46
