0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,14,23,32,27,48,54,57,52,46,44,39,29
Inventory Days,119,146,135,135,134,150,123,161,135,107,133,122
Days Payable,61,91,88,60,92,85,78,89,80,57,71,40
Cash Conversion Cycle,72,77,79,102,89,118,103,124,101,94,102,111
Working Capital Days,48,47,43,76,77,98,83,87,87,69,77,83
ROCE %,13%,6%,24%,25%,20%,9%,9%,13%,17%,15%,6%,17%
