0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,101,155,215,249,307,153,499,626,727,948,893,"1,213"
Cash from Investing Activity +,-59,-144,-187,-77,-155,-215,-257,-401,-72,-396,-148,-416
Cash from Financing Activity +,-42,-42,-58,-80,-90,-102,-143,-217,-582,-637,-639,-745
Net Cash Flow,1,-31,-30,91,62,-165,99,8,73,-86,107,52
