0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,21,21,21,21,21,21,21,21,21,21,21,21,21
Reserves,626,767,916,"1,174","1,366","1,672","1,987","2,410","2,581","2,799","3,167","3,678","3,500"
Borrowings +,0,0,0,0,0,0,0,175,153,152,113,83,60
Other Liabilities +,260,351,436,421,679,723,932,940,"1,086","1,253","1,254","1,411","1,481"
Total Liabilities,907,"1,139","1,374","1,616","2,066","2,416","2,941","3,547","3,840","4,224","4,556","5,193","5,063"
Fixed Assets +,109,98,96,108,110,81,105,270,251,271,237,225,216
CWIP,1,1,4,3,6,2,1,2,1,1,4,10,13
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets +,798,"1,040","1,274","1,505","1,950","2,333","2,835","3,275","3,589","3,952","4,315","4,958","4,834"
Total Assets,907,"1,139","1,374","1,616","2,066","2,416","2,941","3,547","3,840","4,224","4,556","5,193","5,063"
