0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,51,94,135,144,190,24,227,495,375,280,664,317
Cash from Investing Activity +,-112,-159,-130,-171,-299,-495,-243,-165,-233,-318,-97,-302
Cash from Financing Activity +,43,80,25,86,36,529,-17,-212,-296,151,-519,26
Net Cash Flow,-17,16,30,58,-73,58,-33,118,-154,114,48,41
