0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,204,368,686,"1,474","1,761","2,515","1,608","1,718","1,674","1,570","2,786","3,845"
Cash from Investing Activity +,-153,-298,-598,"-1,017","-1,752","-2,158",-673,"-1,506","-1,615","-1,138","-2,374","-2,995"
Cash from Financing Activity +,-50,-55,-86,-466,-19,-280,-334,-883,-16,-474,-441,-796
Net Cash Flow,1,15,2,-8,-10,76,601,-671,44,-42,-29,53
