0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,723,723,723,656,"1,311","1,967","1,967","1,967","2,093","2,129","2,129","2,136","4,273"
Reserves,"15,911","18,736","21,744","26,667","28,357","32,165","34,771","31,248","52,452","49,516","49,867","72,539","71,972"
Borrowings +,"23,839","20,322","13,098","15,857","23,159","23,351","29,099","47,819","34,160","42,215","44,775","27,881","31,221"
Other Liabilities +,"26,498","32,347","34,179","32,177","39,162","42,649","49,790","45,436","51,889","70,324","64,062","70,438","73,484"
Total Liabilities,"66,972","72,127","69,745","75,357","91,990","100,131","115,627","126,469","140,594","164,184","160,833","172,993","180,949"
Fixed Assets +,"16,690","19,040","20,315","23,207","31,437","43,028","46,488","56,951","63,936","83,806","86,596","86,738","88,443"
CWIP,"2,420","3,065","7,666","12,664","11,623","4,408","7,066","9,505","7,350","4,997","5,673","8,781","9,127"
Investments,"12,103","11,847","12,391","12,811","14,601","15,626","15,992","16,058","17,684","12,632","13,872","14,458","14,409"
Other Assets +,"35,758","38,176","29,373","26,674","34,328","37,069","46,082","43,955","51,624","62,749","54,691","63,016","68,970"
Total Assets,"66,972","72,127","69,745","75,357","91,990","100,131","115,627","126,469","140,594","164,184","160,833","172,993","180,949"
