0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"5,480","8,404","18,183","10,179","7,897","9,009","7,645","6,265","20,030","20,813","10,664","35,762"
Cash from Investing Activity +,"-2,387","-4,286","-7,909","-7,975","-10,130","-4,741","-7,537","-9,172","2,170","-7,350","-6,397","-11,661"
Cash from Financing Activity +,"-1,743","-6,244","-9,121","-1,840",567,"-4,423",-87,"2,940","-15,622","-18,662","-3,666","-25,466"
Net Cash Flow,"1,350","-2,126","1,153",364,"-1,666",-155,21,34,"6,578","-5,198",601,"-1,365"
