0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,666,536,579,917,812,468,413,414,"1,036",418,-11,310
Cash from Investing Activity +,-572,-243,-99,-160,-188,-294,-240,-340,-196,-254,429,246
Cash from Financing Activity +,-93,-294,-479,-798,-624,-173,-175,-74,-840,-168,-405,-558
Net Cash Flow,2,-2,2,-41,0,2,-2,-0,0,-5,14,-2
