0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,37,35,38,46,37,44,47,52,45,71,55,51
Inventory Days,324,344,333,321,307,261,294,334,274,402,302,245
Days Payable,507,540,452,555,543,456,470,539,505,621,518,481
Cash Conversion Cycle,-146,-161,-81,-188,-200,-151,-129,-153,-186,-147,-161,-185
Working Capital Days,1,-23,-10,-59,-23,0,2,5,18,60,103,74
ROCE %,8%,4%,7%,8%,8%,6%,5%,4%,7%,3%,-4%,-1%
