0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,111,111,111,111,111,111,111,111,111,111,111,111,111
Reserves,"5,075","5,418","5,852","6,687","7,225","10,110","10,878","10,581","13,905","15,277","15,554","18,724","20,359"
Borrowings +,0,0,0,0,0,0,0,168,136,114,93,63,47
Other Liabilities +,422,442,494,172,66,68,56,66,350,567,563,804,"1,870"
Total Liabilities,"5,609","5,972","6,457","6,970","7,402","10,289","11,046","10,926","14,503","16,069","16,321","19,701","22,387"
Fixed Assets +,25,25,25,24,220,215,193,359,328,297,265,234,218
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0
Investments,"4,932","5,366","6,173","5,308","6,894","9,597","10,295","10,335","14,020","15,492","15,724","19,289","21,195"
Other Assets +,651,581,259,"1,637",288,478,557,232,156,280,331,179,975
Total Assets,"5,609","5,972","6,457","6,970","7,402","10,289","11,046","10,926","14,503","16,069","16,321","19,701","22,387"
